what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308352614224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352621058
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308352623264
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352625622
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352626769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352638322
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352638752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352649296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308352652887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352664892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352666960
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352668931
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308352678647
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308352680461
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308352682132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352684555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352695957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352696458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352698283
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308352702148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352705864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352706310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352712327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352718421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352719393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352720424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352722421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352726095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352727166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352729300
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352731476
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308352731476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308352731488
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352733505
closed,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352733505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308352733519
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308352737444
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352737962
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1308352737962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1308352737971
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308352741822
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352744744
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308352744773
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308352777410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308352779690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308352781828
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308352783426
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308352788129
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308352793529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352796766
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308352799386
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308352804450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352824486
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308352839009
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352841127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352841233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352854070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352855752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352856551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352858502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352935560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352944726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352945639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352950692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352951790
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308352957291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308352958617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308352958945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353031558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353036989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353039104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353045441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353046544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353051210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353051852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353053535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353056630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353057761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353060537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353212474
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353214665
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353218013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353219228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353221285
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353224024
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353226027
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353230899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353232181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353233202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353234387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353237739
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353239298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353241613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353244733
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308353246713
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308353248440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353250007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353251163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353254637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353256279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353257547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353259273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353261914
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308353263288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353271868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353273485
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353275556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353277054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353279425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353281584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353286801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353287886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353288971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353291381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353296943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353298897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353299880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353301176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353302273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353307281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353308468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353311528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353353271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353355025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353388862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353389938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353391495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353395628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353396463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353398318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353398980
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353402643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353403654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353404518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353408257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353408725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353409714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353410110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353410661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353412028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353438804
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353440482
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353441049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353445492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353466406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353468384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353469636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353470739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353473577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353474720
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353476700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353477548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353479023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353508275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353514829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1308353514863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353515527
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353516232
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308353517073
executed,command,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.actions.togglecomment",1308353518279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353520490
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353523125
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353525432
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353531365
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353535692
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353540961
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353541999
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353543830
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353548860
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353564547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353572128
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353573517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353577687
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353579077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353591213
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353595792
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353599291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353600971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353613706
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308353621138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308353622854
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353623487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308353624045
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308353624841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353627155
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353629710
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308353633795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308353634488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308353636780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353641061
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353642099
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353644787
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353647226
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308353652081
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308353652696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353654723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353658138
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353662133
activated,view,org.python.pydev,2.1.0.2011052613,"org.python.pydev.navigator.view",1308353668898
opened,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353669410
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353669436
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353678665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353681247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353697777
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308353699601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308353714486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353719147
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353722014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353733753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353733914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308353740046
executed,command,com.python.pydev.refactoring,2.1.0.2011052613,"org.python.pydev.refactoring.ui.actions.ExtractMethodActionCommand",1308353740086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308353743714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308353745278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353746477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353749610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308353750461
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308353752880
