what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308346223603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308346226116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308346239122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346239579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346243393
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308346248495
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308346250243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346256383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346270175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346275481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346284956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346288041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346298221
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308346300797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308346315854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308346329811
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308346331184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346333313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346479329
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308346486688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308346488284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308346488918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346489769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346490187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308346497220
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308346498196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346499897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346506148
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308346510879
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308346514409
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1308346515633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346516810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346517735
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308346526100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308346530288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308347412861
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308347415117
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308347417097
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308347422204
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1308347424510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308347434621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308347557974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308347562808
